"","post_id","type","timestamp","caption","hashtags","n_hashtags","is_video","video_views","n_likes","n_comments","n_uniq_commenters"
"11","ig011","GraphVideo",2020-12-16 14:10:50,"Halo, Sobat JDS!Jabar Digital Service berkolaborasi dengan Bidang Koordinasi Relawan Satgas Covid-19 Nasional menyelenggarakan acara temu virtual “Ngariung Online dan Penganugerahan RW dan Relawan Juara Sapawarga edisi Penanganan Pandemi Covid-19” pada Jumat (11/12). Hadir sebagai narasumber Tri Mumpuni, Direktur Institut Bisnis dan Ekonomi Kerakyatan (IBEKA) yang menyelenggarakan Program Patriot Desa, dan Andre Rahadian, Ketua Bidang Koordinasi Relawan dari Satuan Tugas Penanganan Covid-19 Nasional. Kedua narasumber menyampaikan pentingnya peran masyarakat untuk berkolaborasi dalam penanganan pandemi.Hadir juga sebagai tamu spesial Gubernur Jawa Barat Ridwan Kamil untuk menerima secara simbolis SOP Sistem Kerelawanan dari Satgas Penanganan Covid-19 Nasional yang diwakili oleh Andre Rahadian. Selain itu, Kang Emil juga menyapa RW se-Jabar yang ikut hadir dalam acara ini serta memberikan arahan kepada para RW tentang kebermanfaatan pemimpin di tengah pandemi.Kang Emil mengapresiasi 3 Besar RW Juara versi Sapawarga yang telah aktif berkontribusi menggunakan fitur Kegiatan RW maupun yang aktif terjun secara langsung dalam pembangunan.Tonton selengkapnya di kanal Youtube kami di www.youtube.com/watch?v=Y2VKwuNpUP0#RWJuara #RWAktif #EventJabar #RelawanCovid19 #Sapawarga #TechUpdate","RWJuara, RelawanCovid19, EventJabar, TechUpdate, Sapawarga, RWAktif",6,TRUE,4192,240,0,0
"12","ig012","GraphSidecar",2020-12-14 20:10:41,"Sobat JDS, bosan baca info Covid-19 dalam bentuk teks? Melalui fitur Info Praktikal Pikobar, kamu bisa lebih praktis dapatkan data dan fakta seputar Covid-19 dalam bentuk infografis.<U+2063><U+2063>Info Praktikal dilengkapi berbagai infografis berisi tata cara pencegahan, penanganan, dan kebijakan seputar Covid-19. Enggak cuma bisa unduh infografis soal Covid-19 buatan pemerintah Jabar, pusat, dan WHO, kamu juga bisa bagikan langsung infonya ke teman-temanmu!<U+2063><U+2063>Yuk, cobain Info Praktikal @pikobar_jabar <U+2063>#jabartanggapcovid19 #digicampaign #pikobar","digicampaign, pikobar, jabartanggapcovid19",3,FALSE,NA,88,0,0
"13","ig013","GraphSidecar",2020-12-11 18:49:15,"Halo, Sobat JDS!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Ingin kontribusi di Jawa Barat? Yuk, gabung dengan tim Jabar Digital Service!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Di Pusat Layanan Digital, Data, dan Informasi Geospasial (Jabar Digital Service), kamu bakal bantu proses pengambilan kebijakan jadi jauh lebih akurat dan efektif karena berbasis data dan teknologi. Enggak cuma itu, kamu juga punya andil untuk mempersempit kesenjangan digital antara rural dan urban lewat program-program keren di JDS!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Simak posisi apa saja yang tersedia dan persyaratan rekrutmennya pada laman resmi kami: digitalservice.jabarprov.go.id/karir/<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Catat juga tanggal-tanggal pentingnya ya!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Pendaftaran dan seleksi administrasi: 11-17 Desember 2020 <U+2063><U+2063><U+2063><U+2063><U+2063>Pengumuman Hasil Seleksi Administrasi: 21 Desember 2020<U+2063><U+2063><U+2063><U+2063><U+2063>Tes Kompetensi & Wawancara: 21-23 Desember 2020<U+2063><U+2063><U+2063><U+2063><U+2063>Pengumuman Hasil Wawancara: 24 Desember 2020<U+2063><U+2063><U+2063><U+2063><U+2063>Verifikasi & Validasi: 28-29 Desember 2020<U+2063><U+2063><U+2063><U+2063><U+2063>Pengumuman Akhir: 30 Desember 2020<U+2063><U+2063><U+2063><U+2063><U+2063>Sampai jumpa di Jabar Digital Service!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>#jabarmemanggil #jabardigitalservice #rekrutmen #civictech #lowongankerja #infoloker","lowongankerja, jabarmemanggil, civictech, infoloker, jabardigitalservice, rekrutmen",6,FALSE,NA,1362,543,270
"14","ig014","GraphImage",2020-12-09 19:25:23,"Sampurasun, wargi Jabar!Kini aplikasi Sapawarga telah menjadi komunitas sendiri karena RW se-Jabar terhubung melalui fitur Kegiatan RW. Fitur yang memfasilitasi RW untuk berbagi cerita tentang kegiatan di lingkungannya dan menjadi wahana interaksi serta saling menginspirasi.Untuk mengapresiasi para Ketua RW yang paling aktif dalam menggunakan aplikasi Sapawarga sekaligus meningkatkan kesadaran Ketua RW dalam penanganan Covid-19, Diskominfo Jabar dan Humas Jabar berinisiasi menyelenggarakan acara pertemuan semi-virtual “Ngariung Online dan Penganugerahan RW dan Relawan Juara Sapawarga edisi Penanganan Pandemi Covid-19” pada Jumat, 11 Desember 2020. Beberapa narasumber juga akan hadir mengisi acara ini, loh!- Inspirasi dari Penyelenggara Program Patriot Desa, Ibu Tri Mumpuni,tentang “Patriot Desa sebagai gerakan pembangunan ekonomi desa di masa pandemi”- Inspirasi dari Ketua Bidang Koordinasi Relawan Satuan Tugas Penanganan COVID-19 Nasional, Bapak Andre Rahadian,tentang “Menjadi relawan di masa pandemi”- Penganugerahan RW dan Relawan Juara Sapawarga 2020 oleh Gubernur Jawa Barat, Bapak M. Ridwan Kamil50 Besar RW Juara 2020 akan diundang untuk menghadiri acara melalui kanal Zoom. Sedangkan RW se-Jawa Barat lainnya bisa menyaksikan acara melalui streaming di kanal Youtube Jabar Digital Service. Kamu juga bisa bergabung bersama keluarga, rekan, dan tetangga untuk menyaksikan acaranya. Yuk, gabung!#RWJuara2020 #RWSapawarga #Sapawarga #KegiatanRW #RWAktif","KegiatanRW, RWSapawarga, RWJuara2020, Sapawarga, RWAktif",5,FALSE,NA,166,7,5
"15","ig015","GraphSidecar",2020-12-06 18:00:40,"Sampurasun, Sobat JDS!<U+2063><U+2063><U+2063><U+2063>Tinggal 3 hari, Pilkada Serentak bakal digelar  di delapan wilayah yakni Kabupaten Bandung, Cianjur, Sukabumi, Karawang, Indramayu, Tasikmalaya, Pangandaran, dan Kota Depok.<U+2063><U+2063><U+2063><U+2063>Berbeda dari Pilkada sebelumnya, ada cara baru dalam pencoblosan selama pandemi, buat pemilih maupun petugas TPS. <U+2063><U+2063><U+2063><U+2063>Yuk, gunakan hak pilihmu, datang ke TPS menerapkan 3M!<U+2063><U+2063><U+2063><U+2063>#jabartanggapcovid19 #pilkada #3M","pilkada, 3M, jabartanggapcovid19",3,FALSE,NA,61,0,0
"16","ig016","GraphImage",2020-12-05 17:59:15,"Hai, Sobat JDS!<U+2063><U+2063><U+2063><U+2063>Vaksin COVID-19 yang ditunggu-tunggu banyak orang untuk hentikan sebaran pandemi sedang dalam tahap pengembangan.<U+2063><U+2063><U+2063><U+2063>Sekarang kamu bisa bantu pemerintah dengan aspirasikan suaramu soal Vaksin COVID-19! Isi survei “Persepsi Wargi Jabar tentang Vaksin COVID-19” melalui tautan berikut: https://bit.ly/SurveiPersepsiVaksinJabar <U+2063><U+2063><U+2063><U+2063>Terima kasih sudah mau bantu tingkatkan layanan kesehatan di Jabar!<U+2063><U+2063><U+2063><U+2063>#survei #vaksincovid #jabartanggapcovid19 #pikobar #civictech<U+2063><U+2063>","survei, pikobar, civictech, vaksincovid, jabartanggapcovid19",5,FALSE,NA,41,0,0
"17","ig017","GraphImage",2020-12-03 18:03:05,"Halo, Sobat JDS! 3 Desember diperingati sebagai Hari Internasional untuk Orang Penyandang Disabilitas. Dalam penanganan pandemi, pemerintah perlu memastikan semua fasilitas perawatan kesehatan dapat diakses untuk semua dengan inklusif, termasuk layanan pengujian dan isolasi. Menurut WHO, penyandang disabilitas secara umum memiliki kebutuhan layanan kesehatan lebih banyak, itu berarti mereka juga lebih rentan terdampak apabila akses dan kualitas fasilitas kesehatan buruk.Selain itu, pemerintah perlu juga untuk berkolaborasi dengan berbagai pihak untuk mengupayakan agar informasi tentang penanganan pandemi dapat diakses oleh orang dengan disabilitas maupun pendampingnya. Kami pun mengajak kalian semua untuk pastikan hak-hak mereka yang ada di lingkunganmu untuk mendapatkan perawatan yang inklusif di tengah pandemi ini.#HariInternasionalUntukOrangPenyandangDisabilitas #HariDisabilitasInternasional #JabarLawanCovid19","HariDisabilitasInternasional, HariInternasionalUntukOrangPenyandangDisabilitas, JabarLawanCovid19",3,FALSE,NA,53,0,0
"18","ig018","GraphImage",2020-11-30 18:23:10,"Halo, Sobat JDS!<U+2063><U+2063>Jawa Barat kembali menorehkan prestasi. Kali ini, Jabar dianugerahi Medali Perak dalam penghargaan Bhumandala Awards - Penghargaan Simpul Jaringan Informasi Geospasial dari Badan Informasi Geospasial Republik Indonesia (BIG) @infogeospasial. <U+2063><U+2063>Penghargaan ini menunjukkan Simpul Jaringan atau Satu Peta yang dibangun atas kerja sama Diskominfo Jabar, Bappeda, Badan Pusat Statistik, dan berbagai OPD di Provinsi Jawa Barat memiliki penilaian yang baik termasuk dalam hal manajemen data dan kebijakan terkait, pengelolaan sumber daya manusia atau data talent, aset dan teknologi pendukung, serta operasionalisasi webGIS/geoportal.<U+2063><U+2063>Informasi geospasial menjadi hal yang sangat penting bagi perumusan kebijakan, tak terkecuali ketika pandemi. Memonitoring kasus Covid-19, menayangkan informasi untuk beragam dasbor, dan manajemen kedaruratan, kini kian terbantukan oleh data dan informasi geospasial.<U+2063><U+2063>Jabar Digital Service dan Diskominfo Jabar akan terus mengembangkan program Satu Peta untuk menunjang pengambilan keputusan yang berbasis data dan meningkatkan jumlah data geospasial agar dapat dimanfaatkan pemerintah dan Wargi Jabar.<U+2063><U+2063>#geospasial #satupeta #bhumandalaaward2020","bhumandalaaward2020, satupeta, geospasial",3,FALSE,NA,158,11,8
"19","ig019","GraphSidecar",2020-11-29 18:50:54,"Halo, Sobat JDS! Fenomena long-haul belakangan ini menjadi perhatian para ilmuwan. Pasalnya, beberapa pasien Covid-19 masih mengalami gejala yang sama selama berbulan-bulan sejak munculnya gejala pertama bahkan setelah dinyatakan negatif Covid-19. Biasanya, gejala akan menyerang ketahanan tubuh, seperti mudah kelelahan setiap saat. Biarpun Covid-19 memiliki tingkat kesembuhan yang tinggi, kita harus tetap disiplin dengan protokol kesehatan. Enggak mau, kan, jadi salah satu yang mengalami long-haul Covid-19?#DigiData #LongHaulCovid19 #PenderitaGejalaBerkepanjangan #ProtokolKesehatan","ProtokolKesehatan, PenderitaGejalaBerkepanjangan, LongHaulCovid19, DigiData",4,FALSE,NA,118,3,3
"20","ig020","GraphImage",2020-11-27 18:24:17,"Sobat JDS!<U+2063><U+2063>Capek dengan kondisi Covid-19 yang masih belum reda? Kelelahan itu bisa jadi Pandemic Fatigue, lho! Ini bisa jadi salah satu alasan orang lalai dengan protokol kesehatan.<U+2063><U+2063>Covid-19 belum berakhir. Sebelum vaksin ditemukan, tetap taat protokol kesehatan demi lindungi dirimu dan orang terkasih!<U+2063><U+2063>#jabartanggapcovid19 #digicampaign #pandemicfatigue","digicampaign, pandemicfatigue, jabartanggapcovid19",3,FALSE,NA,51,0,0
"21","ig021","GraphSidecar",2020-11-26 18:37:14,"Hai, Sobat JDS!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Makin canggih, @pikobar_jabar  kini bisa bantu kamu laporkan perkembangan kesehatan harian beberapa saudara dan kerabat yang sedang menjalankan isolasi mandiri dalam satu aplikasi. Nikmati ragam optimalisasi fitur lainnya dalam Pikobar Versi 2.2.3!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Sudah update aplikasi Pikobarmu?<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>#jabartanggapcovid19 #pikobar #civictech #isolasimandiri<U+2063><U+2063><U+2063><U+2063>","isolasimandiri, pikobar, civictech, jabartanggapcovid19",4,FALSE,NA,92,2,2
"22","ig022","GraphImage",2020-11-23 19:45:17,"Halo, Sobat JDS! Memutus rantai pandemi dapat kamu bantu lakukan, salah satunya dengan berpartisipasi dalam upaya pelacakan kontak. Kejujuran dalam menjawab pertanyaan surveilans bisa bantu upaya menekan penularan. Jangan takut, kerahasiaan jawaban kamu akan terjaga. Di era ini, sistem digital telah banyak bantu para surveilans di Jabar untuk lebih mudah melakukan upaya pelacakan kontak dalam penanganan pandemi. Tapi, perlu diingat, secanggih apapun alat yang dikembangkan, pelacakan kontak juga perlu kontribusi dari warganya! #ContactTracing #MassTracing #PelacakanKontak #DigitalTools #WHO #DigiCampaign","PelacakanKontak, DigitalTools, ContactTracing, DigiCampaign, WHO, MassTracing",6,FALSE,NA,76,0,0
"23","ig023","GraphSidecar",2020-11-21 18:18:39,"Sampurasun, Sobat JDS!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Menemukan pelanggaran protokol kesehatan? Bingung harus lapor kemana? <U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Lapor pelanggaran protokol kesehatan kini lebih mudah dan cepat dilakukan, lewat PIKOBAR! Hanya dengan mengunjungi Fitur Nomor Darurat di Aplikasi Pikobar atau langsung ke nomor Hotline PIKOBAR 085697391854 (Chat Whatsapp), wargi sudah bisa bantu upaya pengendalian sebaran COVID-19 di Jabar.<U+2063><U+2063><U+2063><U+2063>Fitur Laporan Pelanggaran Protokol Kesehatan ini bekerjasama dengan @laporcovid19 bersama dengan @satpolppjabar Provinsi Jawa Barat. <U+2063><U+2063><U+2063><U+2063>Terapkan protokol kesehatan dan tetap update informasimu soal perkembangan COVID-19 di Jabar lewat @pikobar_jabar! <U+2063>#jabartanggapcovid19 #pikobar #civictech #hotline #laporcovid19","laporcovid19, hotline, pikobar, civictech, jabartanggapcovid19",5,FALSE,NA,102,6,4
"24","ig024","GraphImage",2020-11-18 20:19:27,"Sobat JDS, bantu tingkatkan kualitas publikasi kami, yuk!<U+2063><U+2063><U+2063><U+2063>Kami ingin tahu kenapa kamu aktif mengikuti konten-konten <U+2063> di kanal sosial media Jabar Digital Service. Mari ikut serta dalam In Depth Interview yang diselenggarakan Jabar Digital Service! Ada hadiah menarik lho bagi partisipan beruntung!<U+2063><U+2063><U+2063><U+2063>Daftar sekarang pada tautan berikut: bit.ly/sosmedriset <U+2063><U+2063>#jabartanggapcovid19 #research #civitech","civitech, research, jabartanggapcovid19",3,FALSE,NA,94,5,3
"25","ig025","GraphImage",2020-11-18 09:41:32,"Kami membutuhkan kamu untuk bantu penanganan Covid-19 di Jawa Barat. Ayo gabung menjadi relawan non-medis buat bantu penanggulangan Covid-19 di Jabar!Kami membutuhkan relawan untuk posisi Data Entry untuk penempatan di Laboratorium Jejaring Covid-19 di berbagai kota Jawa Barat. Yuk, tunjukkan solidaritas sosial, ambil peran dalam menangani pandemi ini dengan kemampuan yang kamu miliki untuk Jabar.Cek kualifikasi dan daftar di indorelawan.org/p/pikobar sebelum tanggal 19 November 2020!#RekrutmenRelawan #RelawanJabar #DataEntry #JabarMemanggil","JabarMemanggil, RelawanJabar, DataEntry, RekrutmenRelawan",4,FALSE,NA,147,25,12
"26","ig026","GraphSidecar",2020-11-16 20:17:05,"Halo, Sobat JDS! Lebih dari 6 bulan setelah WHO mengumumkan pandemi Covid-19, banyak ilmuwan yang melakukan penelitian bahwa virus ini terus berevolusi. Ada satu pertanyaan yang pasti jadi pertanyaan kita semua. Bagaimana pandemi Covid-19 akan berakhir? Mari kita belajar dari pandemi Flu Spanyol di infografis ini!#DigiData #FluSpanyol #PandemiCovid19","FluSpanyol, PandemiCovid19, DigiData",3,FALSE,NA,59,3,3
"27","ig027","GraphSidecar",2020-11-16 12:42:59,"Sobat JDS, jangan lupa buat tengok acara West Java Investment Summit 2020 secara virtual lewat Youtube @humas_jabar LIVE! Yuk, sama-sama dukung #JabarJuara makin juara lewat investasi bareng Kang @ridwankamil di #WJIS2020 dan wujudkan #RebanaMetropolitan! #JabarKita #JabarJuaraLahirBatin","JabarKita, RebanaMetropolitan, JabarJuaraLahirBatin, JabarJuara, WJIS2020",5,FALSE,NA,57,0,0
"28","ig028","GraphSidecar",2020-11-15 19:46:31,"Halo, Sobat JDS!<U+2063><U+2063><U+2063><U+2063>Kini kamu bisa merasakan pengalaman berkonsultasi dengan dokter secara online lewat aplikasi @pikobar_jabar. Setelah menggunakan fitur Periksa Mandiri, kamu bisa berkonsultasi lebih lanjut dengan dokter secara online melalui fitur Telemedicine. Dilengkapi lebih dari 1.000 gejala dan kondisi kesehatan, fitur Periksa Mandiri yang didukung oleh sistem periksa berbasis AI dari @prixa.ai dapat memberi prediksi kemungkinan kondisi berdasarkan keluhan kesehatan yang kamu alami. Jika kamu memerlukan konsultasi lebih lanjut, gunakan fitur Telemedicine untuk langsung terhubung dengan dokter. Lebih tenang memulihkan diri meski #dirumahaja.<U+2063><U+2063><U+2063><U+2063>Penasaran? Yuk unduh dan coba PIKOBAR sekarang!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>#jabartanggapcovid19 #pikobar #civictech #prixasekarang","prixasekarang, pikobar, civictech, dirumahaja, jabartanggapcovid19",5,FALSE,NA,44,0,0
"29","ig029","GraphVideo",2020-11-14 18:07:39,"Hai, Sobat JDS!<U+2063><U+2063>TechUpdate Vol.26 telah digelar. Bersama Riza Azyumarridha Azra, Founder Rumah Mocaf Indonesia @rumahmocaf.id, Sobat JDS diajak untuk tahu lebih jauh bagaimana mengangkat pangan singkong sehingga memiliki nilai jual yang tinggi. Peran anak muda dan media digital ternyata sangat membantu proses pemasaran inovasi tepung singkong milik Kang Riza. Tak sendiri, Nasir Anas, Owner Hufad Agency, turut berbagi soal strategi digital marketing, pemanfaatan Google My Business serta Google Maps untuk optimasi penjualan sehingga bisa dikenal para konsumennya.<U+2063><U+2063>Pada puncak acara, TechUpdate Vol.26 diramaikan oleh pengumuman RW Juara pekan ini yang telah berhasil mengampanyekan UMKM di daerahnya.<U+2063><U+2063>Ikuti terus keseruan TechUpdate di event selanjutnya, ya. Sampai jumpa!<U+2063><U+2063>#digievent #techupdate #umkm #umkmindonesia #jabarjuaralahirbatin","umkm, digievent, techupdate, jabarjuaralahirbatin, umkmindonesia",5,TRUE,585,40,2,2
"30","ig030","GraphImage",2020-11-13 18:14:39,"Sobat JDS!<U+2063><U+2063>Vaksin COVID-19 masih terus dikembangkan dan diawasi dengan ketat. Dengan vaksin, tubuh bisa adaptasi, kenal, lawan, bahkan kebal dari virus ataupun bakteri penyebab penyakit. Orang yang belum bisa divaksinasi (seperti bayi, anak-anak, lansia, ataupun orang dengan penyakit tertentu) tetap bisa terlindungi jika mayoritas penduduk sudah divaksinasi.<U+2063><U+2063>Hingga vaksin siap diproduksi, tetap lindungi orang-orang terkasih dari virus dan bakteri!<U+2063><U+2063>#digicampaign #vaksin #jabartanggapcovid19<U+2063>","digicampaign, vaksin, jabartanggapcovid19",3,FALSE,NA,70,0,0
"31","ig031","GraphVideo",2020-11-12 12:00:24,"Hai, Sobat JDS!<U+2063><U+2063>Berbeda dari tahun-tahun sebelumnya, Hari Kesehatan Nasional ke-56 kini harus diperingati di tengah bencana kesehatan, pandemi Covid-19. Kondisi ini menjadi momentum untuk mengubah pola hidup kita agar lebih sehat.<U+2063><U+2063>Yuk, berikan apresiasi kita untuk seluruh pejuang Covid-19 dengan bertepuk tangan serentak selama 56 detik pada hari ini (12/11/2020) pukul 12:00 WIB.<U+2063><U+2063>Satukan tekad untuk Indonesia sehat!<U+2063>Sumber: @kemenkes_ri <U+2063>#harikesehatannasional #jabartanggapcovid19","harikesehatannasional, jabartanggapcovid19",2,TRUE,294,17,0,0
"32","ig032","GraphImage",2020-11-11 20:00:09,"Halo, Sobat JDS!<U+2063><U+2063><U+2063><U+2063>Merintis usaha kecil dan menengah kini jadi mudah dilakukan dengan bantuan teknologi. Berbagai platform dan media sosial bisa dimanfaatkan untuk memangkas biaya transportasi, pergudangan, bahkan promosi untuk memperluas jaringan perdagangan UMKM. Meski Indonesia sudah menjadi rumah bagi 64 juta UMKM, sayangnya, baru 8 juta UMKM saja lho yang menggunakan teknologi digital.<U+2063><U+2063><U+2063><U+2063>Lalu, bagaimana sih cara usaha kecil memaksimalkan pemanfaatan teknologi untuk digital marketing? <U+2063><U+2063><U+2063><U+2063>Yuk, gabung di TechUpdate Online Volume 26! Kita bakal ngobrolin soal Pemanfaatan Digital Marketing buat Pelaku UMKM bareng Riza Azyumarridha, Director Rumah Mocaf dan Nasir Anas, Owner Hufad Agency.<U+2063><U+2063><U+2063><U+2063>Kapan?<U+2063><U+2063>Jumat, 13 November 2020<U+2063><U+2063>Pukul 15:30 - 17:00 WIB<U+2063><U+2063><U+2063><U+2063>Tempat TERBATAS, buruan daftar sekarang di bit.ly/TUV26TIKET<U+2063><U+2063><U+2063><U+2063>Sampai jumpa Jumat ini!<U+2063><U+2063>#digievent #techupdate #umkm #webinar #webinargratis #eventgratis","webinargratis, umkm, digievent, techupdate, webinar, eventgratis",6,FALSE,NA,144,2,2
"33","ig033","GraphSidecar",2020-11-11 18:08:37,"Kesempatan buat kamu berikan saran terbaik tentang Bansos Provinsi tahap III dibuka lagi nih, Sobat JDS! Kirim saran kalian sebelum 20 November 2020 dan menangkan kesempatan mendapatkan hadiah eksklusif buat menunjang kegiatan bekerja dan belajar dari rumah. Yuk, ikutan segera!#BANSOSJABARJUARA #BansosProvinsi #Sapawarga","BANSOSJABARJUARA, Sapawarga, BansosProvinsi",3,FALSE,NA,175,144,59
"34","ig034","GraphImage",2020-11-10 09:01:09,"Sampurasun, Sobat JDS!<U+2063><U+2063>Tak perlu menyatakan diri pejuang, jika kamu telat hadir di masa-masa sulit negeri. Tak perlu mencari panggung untuk sekedar dikenal namanya, apalagi, minta disemayamkan di Taman Makam Pahlawan Kalibata untuk mendapat label pejuang! Kamu masih bisa memilih jalan perjuanganmu, mengejar cita-cita dengan tetap menerapkan nilai luhur, dan tidak mengabaikan sekitar. <U+2063><U+2063>Siapa pahlawan inspirasimu hari ini? Tulis di kolom komentar ya!<U+2063><U+2063>Selamat Hari Pahlawan!<U+2063><U+2063>#digicampaign #haripahlawan2020","digicampaign, haripahlawan2020",2,FALSE,NA,68,2,2
"35","ig035","GraphSidecar",2020-11-09 18:16:34,"Sampurasun, Sobat JDS!<U+2063><U+2063>Hoaks yang beredar selama pandemi makin sering ditemui di sekitar kita. Hoaks sengaja dibuat seolah-olah menjadi kebenaran. Berdasarkan tujuan dibuatnya hoaks, setidaknya gangguan informasi ini dapat dikategorikan menjadi misinformasi, disinformasi, dan malinformasi. Setidaknya, ada 7 tipe misinformasi dan disinformasi yang telah dikelompokkan oleh ahli sosial media, Claire Wardle.<U+2063><U+2063>Ingin tahu contoh-contoh hoaks selama pandemi yang sudah dirangkum Jabar Saber Hoax? Selengkapnya, pada grafis di atas.<U+2063><U+2063>(Sumber: @jabarsaberhoaks)<U+2063><U+2063>#jabartanggapcovid19 #digidata #hoax <U+2063>","hoax, digidata, jabartanggapcovid19",3,FALSE,NA,78,0,0
"36","ig036","GraphSidecar",2020-11-09 15:52:34,"Sampurasun, Sobat JDS! Wargi Jabar bisa ikut berpartisipasi bersama Kang @ridwankamil di acara West Java Investment Summit 2020. #WJIS2020 menjadi wadah bagi investor dan pengusaha untuk bertemu dan berdiskusi dengan Pemerintah Provinsi Jawa Barat dan pemilik proyek investasi, termasuk di dalamnya #RebanaMetropolitan.Info peluang lebih lanjut, Wargi bisa kunjungi https://wjisummit.id/ ya!","RebanaMetropolitan, WJIS2020",2,FALSE,NA,62,3,3
"37","ig037","GraphImage",2020-11-09 11:32:58,"Selamat siang, Sobat JDS! 7 hari lagi West Java Investment Summit (WJIS) akan dukung Jabar makin juara dengan investasi bareng Kang @ridwankamil! #WJIS2020#RebanaMetropolitan#RidwanKamil","RidwanKamil, RebanaMetropolitan, WJIS2020",3,FALSE,NA,65,0,0
"38","ig038","GraphSidecar",2020-11-08 18:00:08,"Halo, Sobat JDS! Di tengah banyaknya informasi mengenai pandemi Covid-19, jangan lupa buat selalu cek fakta dari setiap informasi, ya. Soalnya, semakin luasnya infodemi tersebar semakin terhambat pula penanganan pandemi yang optimal. Tingkat kepercayaan publik pada informasi juga akan terus menurun seiring banyaknya berita bohong. Cek tips lengkapnya buat lawan infodemi, yuk!Oh, iya, buat latihan cek fakta, coba slide ke gambar ke dua! Menurut Sobat JDS, foto itu berlokasi di kota mana ya? Tulis jawabanmu di kolom komentar!#Infodemic #WHO #HoaxBuster #Pikobar","Pikobar, HoaxBuster, Infodemic, WHO",4,FALSE,NA,53,14,8
"39","ig039","GraphSidecar",2020-11-05 20:09:23,"Halo, Sobat JDS! Jangan lupa buat ikutan berikan saran kamu tentang Bansos Provinsi tahap III. Saran yang kamu berikan penting buat Jabar terus memperbaiki pelayanan yang diberikan bagi wargi. Selain itu, kamu juga berkesempatan memenangkan hadiah eksklusif, loh! Yuk cepat ikutaan sebelum 9 November 2020!<U+2063><U+2063>#BANSOSJABARJUARA #BansosProvinsi #Sapawarga","BANSOSJABARJUARA, Sapawarga, BansosProvinsi",3,FALSE,NA,90,67,28
"40","ig040","GraphImage",2020-11-04 18:01:53,"Hai, Sobat JDS! Jawa Barat kembali bangga atas prestasi yang ditorehkan oleh teman-teman Jabar Digital Service. Kali ini, PIKOBAR bersama Sapawarga berhasil menempati peringkat 2 dan 4 dalam Kompetisi IdenTIK 2020 yang diselenggarakan oleh @kemenkominfo Bersaing dengan kompetitor dari 11 negara ASEAN, PIKOBAR akan mewakili Indonesia bersama dua karya anak bangsa lainnya, pada ajang prestisius ASEAN ICT Awards 2020. Dukung terus karya anak bangsa, dengan mengunduh aplikasi PIKOBAR dan Sapawarga sekarang! #jabartanggapcovid19 #pikobar #sapawarga #civictech","pikobar, sapawarga, civictech, jabartanggapcovid19",4,FALSE,NA,160,10,7
"41","ig041","GraphVideo",2020-11-03 20:28:16,"Halo, Sobat JDS! Dalam merespon pandemi, Pemdaprov Jabar perlu bergerak cepat dan efektif untuk membantu masyarakat yang terdampak. Salah satunya dengan pemanfaatan teknologi buat menunjang penyelenggaraan bantuan sosial lebih tepat sasaran dari sisi pendataan. Aplikasi Sapawarga tidak hanya memangkas birokrasi yang rumit, tapi juga membuka kesempatan buat masyarakat, dalam hal ini Ketua RW, untuk berpartisipasi aktif dalam penanggulangan pandemi dari segi membantu ekonomi masyarakat terdampak. Inilah perjalanan Bansos Provinsi melalui pemanfaatan teknologi digital!#DigiData #TheJourneyOfBansosProvinsi #Sapawarga #FiturVerval #RWJuara","DigiData, TheJourneyOfBansosProvinsi, RWJuara, FiturVerval, Sapawarga",5,TRUE,1762,106,15,13
